id,file_name,source_path,jurisdiction,court,title,relevant_law,gdpr_articles,decided,published,fine,fine_amount,fine_currency,parties,national_case_number_name,european_case_law_identifier,appeal_from,appeal_to,original_languages,original_source
DE_199,MT_OLG_Karlsruhe_-_14_U_150_23.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_OLG_Karlsruhe_-_14_U_150_23.md,Germany,OLG Karlsruhe (Germany),OLG Karlsruhe - 14 U 150/23,Article 17(1) GDPRArticle 17(3)(e) GDPR,17,17/07/2020,20/01/2025,,,,,14 U 150/23,ECLI:DE:OLGKARL:2025:0115.14U150.23.00,LG Offenburg (Germany)3 O 31/23,Unknown,German,Landesrecht BW (in German)
DE_200,MT_OLG_Karlsruhe_-_15_Verg_8_22.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_OLG_Karlsruhe_-_15_Verg_8_22.md,Germany,OLG Karlsruhe (Germany),OLG Karlsruhe - 15 Verg 8/22,Article 5 GDPRArticle 25 GDPRArticle 28 GDPRArticle 32 GDPRArticle 42 GDPR,"5,25,28,32,42",07/09/2022,09/09/2022,,,,,15 Verg 8/22,,VK Baden-Württemberg (Germany)1 VK 23/22,Unknown,German,OpenJur (in German)
DE_201,MT_OLG_Koblenz_-_10_U_1633_22.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_OLG_Koblenz_-_10_U_1633_22.md,Germany,OLG Koblenz (Germany),OLG Koblenz - 10 U 1633/22,Article 12(5) GDPRArticle 15(3) GDPR,"12,15",20/07/2023,,,,,,10 U 1633/22,ECLI:DE:OLGKOBL:2023:0720.10U1633.22.00,,Unknown,German,Rheinland-Pfalz (Germany) (in German)
DE_202,MT_OLG_Koblenz_-_11_U_1335_24.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_OLG_Koblenz_-_11_U_1335_24.md,Germany,OLG Koblenz 11. Zivilsenat (Germany),OLG Koblenz - 11 U 1335/24,Article 6(1)(f) GDPRArticle 82 GDPR,82,12/05/2025,,,,,Data Subject versus Telecommunications Company,11 U 1335/24,ECLI:DE:OLGKOBL:2025:0512.11U1335.24.00,,Unknown,German,State law of Rhineland-Palatinate (in German)
DE_203,MT_OLG_Koblenz_-_3_U_145_24.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_OLG_Koblenz_-_3_U_145_24.md,Germany,OLG Koblenz (Germany),OLG Koblenz - 3 U 145/24,Article 5(1)(c) GDPRArticle 25(2) GDPRArticle 79(2) GDPRArticle 82(6) GDPR,"25,79,82",11/02/2025,05/03/2025,,,,,3 U 145/24,,LG Koblenz (Germany)4 O 229/22,Unknown,German,landesrecht rlp (in German)
DE_204,MT_OLG_Koblenz_-_5_U_2141_21.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_OLG_Koblenz_-_5_U_2141_21.md,Germany,OLG Koblenz (Germany),OLG Koblenz - 5 U 2141/21,Article 82 GDPRArticle 6 GDPR§ 287(1) ZPO,"6,82",22/05/2018,,,,,Unknown customerUnknown mobile phone company,5 U 2141/21,ECLI:DE:OLGKOBL:2022:0518.5U2141.21.00,LG Koblenz12 O 59/21,Unknown,German,landesrecht.rlp.de (in German)
DE_205,MT_OLG_Koln_-_15_U_45_23.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_OLG_Koln_-_15_U_45_23.md,Germany,OLG Köln (Germany),OLG Koln - 15 U 45/23,Article 16 GDPRArticle 17(1) GDPRArticle 17(3)(e) GDPR§ 241(2) BGB§ 314(2) BGB,"16,17",,25/01/2024,,,,,15 U 45/23,ECLI:DE:OLGK:2024:0125.15U45.23.00,LG Köln (Germany)28 O 107/22,Unknown,German,OLG Köln (in German)
DE_206,MT_OLG_Köln_-_15_UKl_2_25.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_OLG_Köln_-_15_UKl_2_25.md,Germany,OLG Köln (Germany),OLG Köln - 15 UKl 2/25,Article 6(1)(f) GDPR,,23/05/2025,23/05/2025,,,,Meta Platforms Ireland LimitedVZ NRW,15 UKl 2/25,,,,German,OLG Köln (in German)
DE_207,MT_OLG_Köln_-_15_U_108_23.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_OLG_Köln_-_15_U_108_23.md,Germany,OLG Köln (Germany),OLG Köln - 15 U 108/23,Article 82 GDPR,82,07/12/2023,,,,,,15 U 108/23,ECLI:DE:OLGK:2023:1207.15U108.23.00,,,German,Justiz NRW (in German)
DE_208,MT_OLG_Köln_-_15_U_126_19.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_OLG_Köln_-_15_U_126_19.md,Germany,OLG Köln (Germany),OLG Köln - 15 U 126/19,Article 17(1)(d) GDPRArticle 17(3) GDPRArticle 21 GDPRArticle 85 GDPRRecital 153 GDPR,"17,21,85",14/11/2019,,,,,Anonymous,15 U 126/19,ECLI:DE:OLGK:2019:1114.15U126.19.00,LG Bonn (Germany),,German,Justiz NRW (in German)
DE_209,MT_OLG_Köln_-_15_U_137_21.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_OLG_Köln_-_15_U_137_21.md,Germany,OLG Köln (Germany),OLG Köln - 15 U 137/21,Article 15 GDPRArticle 82 GDPR,"15,82",,,,,,,15 U 137/21,,LG Bonn (Germany)15 O 356/20,Unknown,German,Rewis (in German)
DE_210,MT_OLG_Köln_-_15_U_184_22.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_OLG_Köln_-_15_U_184_22.md,Germany,OLG Köln (Germany),OLG Köln - 15 U 184/22,Article 15 GDPRArticle 79(1) GDPRArticle 82(1) GDPR,"15,79,82",10/08/2023,,,,,,15 U 184/22,ECLI:DE:OLGK:2023:0810.15U184.22.00,LG Bonn (Germany)9 O 158/21,,German,NRWE (in German)
DE_211,MT_OLG_Köln_-_15_U_45_23.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_OLG_Köln_-_15_U_45_23.md,Germany,OLG Köln (Germany),OLG Köln - 15 U 45/23,Article 16 GDPRArticle 17(3)(e) GDPRArticle 26(1) Regulation (EU) No 1215/2012§ 249(1) BGB§ 280(1) BGB§ 3(2)(5) NetzDG a.F.,16,25/01/2024,,,,,Twitter,15 U 45/23,ECLI:DE:OLGK:2024:0125.15U45.23.00,LG Köln (Germany)28 O 107/22,,German,NRWE (in German)
DE_212,MT_OLG_Köln_-_15_U_60_23.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_OLG_Köln_-_15_U_60_23.md,Germany,OLG Köln (Germany),OLG Köln - 15 U 60/23,Article 4(7) GDPRArticle 17 GDPR,"4,17",04/07/2024,15/07/2024,,,,Google Ireland LimitedGoogle Limited Liability Company,15 U 60/23,,LG Köln (Germany)28 O 157/21,,German,Rechtsprechungsdatenbank NRW (in German)
DE_213,MT_OLG_Köln_-_15_U_89_19.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_OLG_Köln_-_15_U_89_19.md,Germany,OLG Köln (Germany),OLG Köln - 15 U 89/19,Article 17(3) GDPR,17,14/11/2019,,,,,Anonymous,15 U 89/19,ECLI:DE:OLGK:2019:1114.15U89.19.00,LG Bonn (Germany),,German,Justiz NRW (in German)
DE_214,MT_OLG_Köln_-_20_U_295_21.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_OLG_Köln_-_20_U_295_21.md,Germany,OLG Köln (Germany),OLG Köln - 20 U 295/21,Article 4(1) GDPRArticle 12(5) GDPRArticle 15(1) GDPRArticle 15(3) GDPR,"4,12,15",13/05/2022,,,,,,20 U 295/21,ECLI:DE:OLGK:2022:0513.20U295.21.00,LG Aachen (Germany)9 O 488/20,Unknown,German,Justiz NRW (in German)
DE_215,MT_OLG_Köln_-_6_U_58_23.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_OLG_Köln_-_6_U_58_23.md,Germany,OLG Köln (Germany),OLG Köln - 6 U 58/23,Article 44 GDPRArticle 49 GDPR,"44,49",03/11/2023,26/01/2024,,,,"Telekom Deutschland GmbHVerbraucherzentrale NRW e.V., Beratungsstelle Köln",6 U 58/23,ECLI:DE:OLGK:2023:1103.6U58.23.00,LG Köln (Germany)33 O 376/22,Unknown,German,justiz.nrw (in German)
DE_216,MT_OLG_Köln_-_6_U_80_23.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_OLG_Köln_-_6_U_80_23.md,Germany,OLG Köln (Germany),OLG Köln - 6 U 80/23,Article 4(11) GDPR,4,19/01/2024,23/01/2024,,,,WetterOnline Meteorologische Services GmbH,6 U 80/23,,LG Köln (Germany)33 O 311/22,,German,"Verbraucherzentrale NRW e.V., Beratungsstelle Köln (in German)"
AT_153,MT_OLG_Linz_-_2R149_21a.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_OLG_Linz_-_2R149_21a.md,Austria,OLG Linz (Austria),OLG Linz - 2R149/21a,Article 57(3) GDPRArticle 77 GDPRArticle 78 GDPRArticle 82 GDPR§ 1293 Austrian Civil Law Code (Allgemeines Bürgerliches Gesetzbuch - ABGB),"57,77,78,82",10/11/2021,02/12/2021,,,,unknown,2R149/21a,ECLI:AT:OLG0459:2021:00200R00149.21A.1110.000,LG Wels (Germany)2 Cg 28/21a-9,Not appealed,German,Rechtsinformationssystem des Bundes (RIS) (in German)
AT_154,MT_OLG_Linz_-_6R49_19x.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_OLG_Linz_-_6R49_19x.md,Austria,OLG Linz (Austria),OLG Linz - 6R49/19x,Article 2(1) GDPRArticle 4(2) GDPRArticle 4(7) GDPRArticle 4(8) GDPRArticle 82 GDPR§ 4(1) DSG (Austrian Data Protection Act)§ 69(4) DSG (Austrian Data Protection Act)§ 78 UrhG (Urheberrechtsgesetz - Austrian Copyright Act),"2,4,82",12/06/2019,04/06/2020,,,,unknown (private person)unknown (Austrian company),6 R 49/19x,ECLI:AT:OLG0459:2019:00600R00049.19X.0612.000,LG Linz (Austria)36 Cg 1/18x-16,Not appealed,German,Rechtsinformationssystem des Bundes (RIS) (in German)
DE_217,MT_OLG_München_-_14_U_3590_24_e.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_OLG_München_-_14_U_3590_24_e.md,Germany,OLG München (Germany),OLG München - 14 U 3590/24 e,Article 6(1)(f) GDPRArticle 17 GDPRArticle 21 GDPRArticle 40 GDPR§ 882e ZPO,"17,21,40",,21/05/2025,,,,Data Subject versus Credit Agency,14 U 3590/24 e,,LG Kempten62 O 1855/23,Unknown,German,Openjur (in German)
DE_218,MT_OLG_München_-_18_U_1697_21_Pre.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_OLG_München_-_18_U_1697_21_Pre.md,Germany,OLG München (Germany),OLG München - 18 U 1697/21 Pre,Article 6(1)(f) GDPRArticle 17 GDPRArticle 17(1) GDPRArticle 17(1)(c) GDPR,17,22/03/2022,,,,,Google Ireland Ltd.,18 U 1697/21 Pre,,LG München (Germany)41 O 7178/20,Not appealed,German,Bayerische Staatskanzelei (in German)
DE_219,MT_OLG_München_-_18_U_2822_19_Pre.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_OLG_München_-_18_U_2822_19_Pre.md,Germany,OLG München (Germany),OLG München - 18 U 2822/19 Pre,Article 4 GDPRArticle 7 GDPRArticle 25(1) GDPR§ 3 (7) BDSG§ 1 (5) BDSG§ 13 (6) TMGArt. 5 (1)(1) GG,"4,7,25",08/12/2020,,,,,,18 U 2822/19 Pre,,LG Traunstein (Germany)8 O 3510/18,,German,Bayern.Recht (in German)
DE_220,MT_OLG_München_-_18_U_5493_19_Pre.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_OLG_München_-_18_U_5493_19_Pre.md,Germany,OLG München (Germany),OLG München - 18 U 5493/19 Pre,Article 99(2) GDPRArticle 3(1) Rom-I-VO§ 307 (1) BGB§ 307 (2) BGB§ 307 (3) BGB§ 3 (2) TMG§ 13 (4) TMG,99,08/12/2020,,,,,,18 U 5493/19 Pre,,LG Ingolstadt (Germany)31 O 227/18,,German,BayernRecht (in German)
DE_221,MT_OLG_München_-_27_U_2473_24_e.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_OLG_München_-_27_U_2473_24_e.md,Germany,OLG München (Germany),OLG München - 27 U 2473/24 e,Article 6(1)(f) GDPRArticle 13 GDPRArticle 14 GDPRArticle 17 GDPRArticle 21 GDPR,"13,14,17,21",19/11/2024,12/12/2024,,,,,27 U 2473/24 e,ECLI:DE:OLGMUEN:2024:1119.27U2473.24E.0A,LG Augsburg (Germany)092 O 2439/23,Unknown,German,Bayern.Recht (in German)
DE_222,MT_OLG_München_-_3_U_2906_20.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_OLG_München_-_3_U_2906_20.md,Germany,OLG München (Germany),OLG München - 3 U 2906/20,Article 4(1) GDPRArticle 15(1) GDPRArticle 15(3) GDPR,"4,15",04/10/2021,,,,,,3 U 2906/20,,LG München (Germany)3 O 909/19,,German,Bayern.Recht (in German)
DE_223,MT_OLG_Naumburg_-_9_U_6_19.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_OLG_Naumburg_-_9_U_6_19.md,Germany,OLG Naumburg (Germany),OLG Naumburg - 9 U 6/19,Article 9(1) GDPRArticle 9(2)(a) GDPR,9,07/11/2019,,,,,Anonymous,9 U 6/19,,LG Magdeburg (Germany),,German,Landesrecht Sachsen-Anhalt (in German)
DE_224,MT_OLG_Nürnberg_-_16_U_540_25.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_OLG_Nürnberg_-_16_U_540_25.md,Germany,OLG Nürnberg (Germany),OLG Nürnberg - 16 U 540/25,Article 6 GDPRArticle 82 GDPR,"6,82",17/07/2025,,,,,Data Subject versus Telecommunications Company,16 U 540/25,,LG Nürnberg-Fürth13 O 59/24,Unknown,German,Bayern Recht (in German)
DE_225,MT_OLG_Nürnberg_-_3_U_2469_23.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_OLG_Nürnberg_-_3_U_2469_23.md,Germany,OLG Nürnberg (Germany),OLG Nürnberg - 3 U 2469/23,Article 17 GDPRArticle 6(1) DSA,17,23/07/2024,,,,,,3 U 2469/23,,LG Nürnberg-Fürth11 O 7452/21,Unknown,German,Bayern.Recht (in German)
DE_226,MT_OLG_Nürnberg_-_4_U_347_21.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_OLG_Nürnberg_-_4_U_347_21.md,Germany,OLG Nürnberg (Germany),OLG Nürnberg - 4 U 347/21,Article 12(5) GDPRArticle 15 GDPRArticle 15(3) GDPR,"12,15",29/11/2023,,,,,,4 U 347/21,,,,German,gesetze-bayern.de (in German)
DE_227,MT_OLG_Nürnberg_-_8_U_2907_21.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_OLG_Nürnberg_-_8_U_2907_21.md,Germany,OLG Nürnberg (Germany),OLG Nürnberg - 8 U 2907/21,Article 12(5)(b) GDPRArticle 15(1) GDPR,15,14/03/2022,,,,,,8 U 2907/21,DE:OLGNUER:2022:0314.8U2907.21.0A,LG Ansbach (Germany)3 O 1429/20 Ver,Unknown,German,Bayern.Recht (in German)
DE_228,MT_OLG_Schleswig_-_17_U_15_21.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_OLG_Schleswig_-_17_U_15_21.md,Germany,OLG Schleswig (Germany),OLG Schleswig - 17 U 15/21,Article 6(1)(e) GDPRArticle 6(1)(f) GDPRArticle 17(1)(d) GDPRArticle 40(5) GDPR§ 28 BDSG a.F.§ 29 BDSG a.F.§ 35 BDSG a.F.§ 3 InsoBekV,40,02/07/2021,,,,,Schufa Holding AG,17 U 15/21,ECLI:DE:OLGSH:2021:0702.17U15.21.00,,,German,Landesvorschriften und Landesrechtsprechung Schleswig-Holstein (in German)
DE_229,MT_OLG_Schleswig_-_17_U_2_24.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_OLG_Schleswig_-_17_U_2_24.md,Germany,OLG Schleswig (Germany),OLG Schleswig - 17 U 2/24,Article 6(1)(f) GDPRArticle 82(1) GDPR§ 1004 Abs. 1 BGB§ 31 BDSG§ 823 Abs. 1 S. 1 BGB,82,22/11/2024,,,,,,17 U 2/24,ECLI:DE:OLGSH:2024:1122.17U2.24.00,LG Kiel (Germany)17 O 130/23,Unknown,German,Landesvorschriften und Landesrechtsprechung Schleswig-Holstein (in German)
DE_230,MT_OLG_Schleswig_-_17_U_5_22.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_OLG_Schleswig_-_17_U_5_22.md,Germany,OLG Schleswig (Germany),OLG Schleswig - 17 U 5/22,Article 6(1)(e) GDPRArticle 6(1)(f) GDPRArticle 17(1)(d) GDPR§ 3 InsoBekVO,,03/06/2022,,,,,SCHUFA Holding AG,17 U 5/22,ECLI:DE:OLGSH:2022:0603.17U5.22.00,LG Kiel (Germany)10 O 127/21,Unknown,German,REWIS (in German)
DE_231,MT_OLG_Schleswig_-_6_UKI_3_25.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_OLG_Schleswig_-_6_UKI_3_25.md,Germany,OLG Schleswig (Germany),OLG Schleswig - 6 UKI 3/25,Article 6 GDPRArticle 6(1)(f) GDPRArticle 9 GDPRArticle 5 Regulation 2022/1925Directive 2020/1828§12 UWG§2 UKlaG§5 UKlaG,"6,9",,12/08/2025,,,,Meta Platforms Inc,6 UKI 3/25,,,,German,OLG Schleswig (in German)
DE_232,MT_OLG_Schleswig_-_9_Wx_23_21.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_OLG_Schleswig_-_9_Wx_23_21.md,Germany,OLG Schleswig (Germany),OLG Schleswig - 9 Wx 23/21,Article 6(4) GDPRArticle 23(1) GDPR§ 21 Telekommunikation-Telemedien-Datenschutzgesetz (Telecommunication Telemedia Data Protection Act - TTDSG),"6,23",23/02/2022,04/04/2022,,,,Instagram,9 Wx 23/21,,LG Flensburg (Germany),,German,openjur.de (in German)
DE_233,MT_OLG_Stuttgart_-_2_U_257_19.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_OLG_Stuttgart_-_2_U_257_19.md,Germany,OLG Stuttgart (Germany),OLG Stuttgart - 2 U 257/19,Article 13 GDPR§ 3 UWG (national law against unfair competition),13,27/02/2020,,,,,Trade associationProfessional internet seller,2 U 257/19,,,,German,Oberlandesgericht Stuttgart (in German)
DE_234,MT_OLG_Stuttgart_-_2_U_63_22.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_OLG_Stuttgart_-_2_U_63_22.md,Germany,OLG Stuttgart (Germany),OLG Stuttgart - 2 U 63/22,Article 6(1)(f) GDPRArticle 21 GDPRArticle 82 GDPR,"21,82",02/02/2024,02/02/2024,,,,Dansk Retursystem,2 U 63/22,ECLI:DE:OLGSTUT:2024:0202.2U63.22.00,LG Stuttgart (Germany)17 O 807/21,Unknown,German,Baden-Württemberg State Law BW (in German)
DE_235,MT_OLG_Stuttgart_-_4_U_484_20.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_OLG_Stuttgart_-_4_U_484_20.md,Germany,OLG Stuttgart (Germany),OLG Stuttgart - 4 U 484/20,Article 16 GDPR,16,24/11/2021,,,,,,4 U 484/20,,LG Ellwangen (Germany)A5 O 176/20,Unknown,German,OpenJur (in German)
DE_236,MT_OLG_Stuttgart_-_4_U_49_23.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_OLG_Stuttgart_-_4_U_49_23.md,Germany,OLG Stuttgart (Germany),OLG Stuttgart - 4 U 49/23,Article 4(1) GDPRArticle 5(1)(d) GDPRArticle 6 GDPRArticle 16 GDPRArticle 17 GDPRArticle 17(3)(e) GDPR,"4,6,16,17",20/12/2023,27/05/2024,,,,Facebook,4 U 49/23,,LG Stuttgart (Germany)24 O 51/22,,German,Landesrecht Baden-Württemberg (in German)
DE_237,MT_OLG_Stuttgart_-_4_U_97_24.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_OLG_Stuttgart_-_4_U_97_24.md,Germany,OLG Stuttgart (Germany),OLG Stuttgart - 4 U 97/24,Article 99 GDPR,99,04/12/2024,,,,,"Plaintiff (User of the social network Fxxx), Defendant (Operator of the platform)",4 U 97/24,ECLI:DE:OLGSTUT:2024:1204.4U97.24.00,LG Heilbronn (Germany)6 O 297/23,Unknown,German,Baden-Württemberg State law BW (in German)
DE_238,MT_OLG_Stuttgart_-_9_U_34_21.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_OLG_Stuttgart_-_9_U_34_21.md,Germany,OLG Stuttgart (Germany),OLG Stuttgart - 9 U 34/21,Article 82 GDPR,82,31/03/2021,,,,,,9 U 34/21,,LG Stuttgart (Germany)14 O 273/20,,German,Europäische Gesellschaft für Datenschutz mbH (in German)
DE_239,MT_OVG_Bautzen_-_3_B_357_20.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_OVG_Bautzen_-_3_B_357_20.md,Germany,OVG Bautzen (Germany),OVG Bautzen - 3 B 357/20,Article 5 GDPRArticle 6(1)(c) GDPRArticle 6(1)(e) GDPRArticle 6(2) GDPRArticle 6(3) GDPR,"5,6",11/11/2020,,,,,Freistaat Sachsen,3 B 357/20,,,,German,Sächsisches Oberverwaltungsgericht - Entscheidungssammlung (in German)
DE_240,MT_OVG_Greifswald_-_2_LB_565_17.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_OVG_Greifswald_-_2_LB_565_17.md,Germany,OVG Greifswald (Germany),OVG Greifswald - 2 LB 565/17,Article 6(1)(c) GDPR,,07/07/2020,,,,,,2 LB 565/17,,,Unknown,German,Dienstleistungsportal - Mecklenburg-Vorpommern (in German)
DE_241,MT_OVG_Hamburg_-_3_Bs_146_23.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_OVG_Hamburg_-_3_Bs_146_23.md,Germany,OVG Hamburg (Germany),OVG Hamburg - 3 Bs 146/23,Article 5 GDPRArticle 5(1)(c) GDPRArticle 6 GDPRArticle 6(1)(e) GDPR§ 4 HmbDSG,"5,6",29/11/2023,,,,,,3 Bs 146/23,,VG Hamburg (Germany)2 E 4998/23,Unknown,German,Hamburg state law portal (in German)
DE_242,MT_OVG_Hamburg_-_5_Bs_152_20.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_OVG_Hamburg_-_5_Bs_152_20.md,Germany,OVG Hamburg (Germany),OVG Hamburg - 5 Bs 152/20,Article 4(2) GDPRArticle 58(2) GDPR,"4,58",15/10/2020,,,,,,5 Bs 152/20,,VG Hamburg (Germany)17 E 2756/20,,German,Landesrecht-Hamburg (in German)
DE_243,MT_OVG_Lüneburg_-_2_ME_426_20.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_OVG_Lüneburg_-_2_ME_426_20.md,Germany,OVG Lüneburg (Germany),OVG Lüneburg - 2 ME 426/20,Article 9(2)(e) GDPR,,09/11/2020,,,,,,2 ME 426/20,ECLI:DE:OVGNI:2020:1109.2ME426.20.00,VG Osnabrück (Germany)6 B 73/20,,German,Niedersächsisches Landesjustizportal (in German)
DE_244,MT_OVG_Lüneburg_-_8_ME_36_20.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_OVG_Lüneburg_-_8_ME_36_20.md,Germany,OVG Lüneburg (Germany),OVG Lüneburg - 8 ME 36/20,Article 6 GDPR,6,15/04/2020,,,,,candidate for election to the defendant's chamber (chamber of dentists),8 ME 36/20,ECLI:DE:OVGNI:2020:0415,VG Stade (Germany),,German,Niedersächsisches Landesjustizportal (in German)
DE_245,MT_OVG_Mecklenburg-Vorpommern_-_1_R_461_24_OVG.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_OVG_Mecklenburg-Vorpommern_-_1_R_461_24_OVG.md,Germany,OVG Mecklenburg-Vorpommern (Germany),OVG Mecklenburg-Vorpommern - 1 R 461/24 OVG,Article 57(3) GDPRArticle 154(2) VwGOArticle 161(1) VwGOSection 188 sentence 2 VwGOSection 66(1) GKG,57,15/01/2025,,,,,,1 R 461/24 OVG,ECLI:DE:OVGMV:2025:0115.1R461.24OVG.00,VG Schwerin (Germany)3 A 2559/24 SN,Not appealed,German,Landesrecht M-V (in German)
DE_246,MT_OVG_Münster_-_16_A_1582_21.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_OVG_Münster_-_16_A_1582_21.md,Germany,OVG Münster (Germany),OVG Münster - 16 A 1582/21,Article 12(5) GDPRArticle 15(3) GDPR§ 5(8)(1) DSG NRW§ 23(2) JAG NRW,"12,15",08/06/2021,,,,,,16 A 1582/21,ECLI:DE:OVGNRW:2021:0608.16A1582.20.00,VG Gelsenkirchen (Germany)20 K 6392/18,,German,NRWE Rechtsprechungsdatenbank (in German)
DE_247,MT_OVG_RLP_-_7_B_10360_23.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_OVG_RLP_-_7_B_10360_23.md,Germany,OVG Rheinland-Pfalz (Germany),OVG RLP - 7 B 10360/23,Article 6(1)(e) GDPRArticle 6(1)(f) GDPRGerman Road Traffic Licensing Regulations,,20/06/2023,,,,,VG Mainz,7 B 10360/23,,VG Mainz (Germany)3 L 108/23,Unknown,German,JURIS (in German)
DE_248,MT_OVG_Rheinland-Pfalz_-_10_A_10302_21.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_OVG_Rheinland-Pfalz_-_10_A_10302_21.md,Germany,OVG Rheinland-Pfalz (Germany),OVG Rheinland-Pfalz - 10 A 10302/21,Article 4(2) GDPRArticle 58(2)(f) GDPRArticle 58(6) GDPRArticle 28(3) Directive 95/46/EC§ 38(5)(2) BDSG a.F.,"4,58",25/06/2021,,,,,,10 A 10302/21,ECLI:DE:OVGRLP:2021:0625.10A10302.21.00,VG Mainz (Germany)1 K 584/19.MZ,,German,Landesrecht online Rheinland-Pfalz (in German)
DE_249,MT_OVG_Saarland_-_2_A_111_22.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_OVG_Saarland_-_2_A_111_22.md,Germany,OVG Saarland (Germany),OVG Saarland - 2 A 111/22,Article 6(1)(f) GDPR,,20/04/2023,,,,,,2 A 111/22,ECLI:DE:OVGSL:2023:0420.2A111.22.00,,Unknown,German,Citizen Service Saarland (in German)
DE_250,MT_OVG_Saarlouis_-_2_A_124_22.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_OVG_Saarlouis_-_2_A_124_22.md,Germany,OVG Saarlouis (Germany),OVG Saarlouis - 2 A 124/22,Article 6(1)(c) GDPRArticle 6(1)(e) GDPRArticle 88 GDPRSaarlDSG,88,29/09/2022,,,,,,2 A 124/22,ECLI:DE:OVGSL:2022:0929.2A124.22.00,VG Saarlouis5 K 1117/20,,German,Rewis (in German)
